source,doc_id,condition,sentiment_label,p_pos,p_neg,p_neu,signed_polarity,affective_extremity,is_subjective
mistral,339,human_like,NEUTRAL,0.085701,0.016029,0.89827,0.069672,0.10173,0
gpt,339,detector_aware,NEUTRAL,0.033195,0.072819,0.893986,-0.039623,0.106014,0
mistral,339,detector_aware,NEUTRAL,0.017282,0.038518,0.944199,-0.021236,0.055801,0
gpt,339,detector_evasive,NEUTRAL,0.052894,0.06911,0.877996,-0.016216,0.122004,0
mistral,339,detector_evasive,NEUTRAL,0.08203,0.082269,0.835702,-0.000239,0.164298,0
human,340,-,NEUTRAL,0.006541,0.265064,0.728395,-0.258523,0.271605,0
gpt,340,baseline,NEUTRAL,0.101555,0.016536,0.881909,0.085019,0.118091,0
mistral,340,baseline,NEUTRAL,0.041137,0.021767,0.937097,0.01937,0.062903,0
gpt,340,human_like,NEUTRAL,0.039626,0.019514,0.94086,0.020111,0.05914,0
mistral,340,human_like,NEUTRAL,0.255738,0.024959,0.719303,0.230778,0.280697,0
gpt,340,detector_aware,NEUTRAL,0.052624,0.019881,0.927495,0.032743,0.072505,0
mistral,340,detector_aware,NEUTRAL,0.048949,0.030365,0.920686,0.018584,0.079314,0
gpt,340,detector_evasive,NEUTRAL,0.1054,0.065456,0.829144,0.039944,0.170856,0
mistral,340,detector_evasive,NEUTRAL,0.075303,0.05032,0.874377,0.024983,0.125623,0
human,341,-,NEUTRAL,0.237485,0.01068,0.751835,0.226805,0.248165,0
gpt,341,baseline,NEUTRAL,0.146833,0.011223,0.841945,0.13561,0.158055,0
mistral,341,baseline,NEUTRAL,0.038675,0.024527,0.936798,0.014149,0.063202,0
gpt,341,human_like,NEUTRAL,0.051252,0.020973,0.927775,0.03028,0.072225,0
mistral,341,human_like,NEUTRAL,0.028441,0.039059,0.932499,-0.010618,0.067501,0
gpt,341,detector_aware,NEUTRAL,0.054226,0.03217,0.913603,0.022056,0.086397,0
mistral,341,detector_aware,NEUTRAL,0.082835,0.027761,0.889404,0.055074,0.110596,0
gpt,341,detector_evasive,NEUTRAL,0.032291,0.057754,0.909955,-0.025463,0.090045,0
mistral,341,detector_evasive,NEUTRAL,0.10548,0.030741,0.863779,0.074739,0.136221,0
human,342,-,NEUTRAL,0.076134,0.012182,0.911685,0.063952,0.088315,0
gpt,342,baseline,NEUTRAL,0.182523,0.009497,0.80798,0.173025,0.19202,0
mistral,342,baseline,NEUTRAL,0.04444,0.016748,0.938812,0.027692,0.061188,0
gpt,342,human_like,NEUTRAL,0.071746,0.029134,0.89912,0.042612,0.10088,0
mistral,342,human_like,NEUTRAL,0.108245,0.012957,0.878799,0.095288,0.121201,0
gpt,342,detector_aware,NEUTRAL,0.058747,0.026854,0.914399,0.031893,0.085601,0
mistral,342,detector_aware,NEUTRAL,0.201224,0.024843,0.773933,0.176381,0.226067,0
gpt,342,detector_evasive,NEUTRAL,0.066845,0.05014,0.883015,0.016706,0.116985,0
mistral,342,detector_evasive,NEUTRAL,0.101055,0.027066,0.871879,0.073989,0.128121,0
human,343,-,NEUTRAL,0.056187,0.061866,0.881947,-0.005679,0.118053,0
gpt,343,baseline,NEUTRAL,0.317729,0.010704,0.671567,0.307026,0.328433,0
mistral,343,baseline,NEUTRAL,0.128996,0.019963,0.851042,0.109033,0.148958,0
gpt,343,human_like,NEUTRAL,0.074054,0.022744,0.903202,0.051311,0.096798,0
mistral,343,human_like,NEUTRAL,0.058584,0.017227,0.924189,0.041357,0.075811,0
gpt,343,detector_aware,NEUTRAL,0.037057,0.046281,0.916662,-0.009224,0.083338,0
mistral,343,detector_aware,NEUTRAL,0.019282,0.037303,0.943415,-0.018021,0.056585,0
gpt,343,detector_evasive,NEUTRAL,0.044425,0.0801,0.875476,-0.035675,0.124524,0
mistral,343,detector_evasive,NEUTRAL,0.174133,0.030708,0.795159,0.143425,0.204841,0
human,344,-,NEUTRAL,0.005194,0.007015,0.98779,-0.001821,0.01221,0
gpt,344,baseline,NEUTRAL,0.312613,0.013863,0.673524,0.29875,0.326476,0
mistral,344,baseline,NEUTRAL,0.059077,0.015317,0.925606,0.04376,0.074394,0
gpt,344,human_like,NEUTRAL,0.06514,0.029634,0.905226,0.035506,0.094774,0
mistral,344,human_like,NEUTRAL,0.041858,0.010373,0.947769,0.031486,0.052231,0
gpt,344,detector_aware,NEUTRAL,0.043822,0.033186,0.922991,0.010636,0.077009,0
mistral,344,detector_aware,NEUTRAL,0.032644,0.037545,0.929811,-0.004901,0.070189,0
gpt,344,detector_evasive,NEUTRAL,0.056226,0.05422,0.889554,0.002006,0.110446,0
mistral,344,detector_evasive,NEUTRAL,0.096377,0.027399,0.876224,0.068979,0.123776,0
human,345,-,NEUTRAL,0.010326,0.084673,0.905001,-0.074347,0.094999,0
gpt,345,baseline,NEUTRAL,0.093819,0.07841,0.827771,0.015408,0.172229,0
mistral,345,baseline,NEUTRAL,0.009691,0.399791,0.590517,-0.3901,0.409483,0
gpt,345,human_like,NEUTRAL,0.028047,0.069213,0.90274,-0.041165,0.09726,0
mistral,345,human_like,NEUTRAL,0.02934,0.018716,0.951944,0.010624,0.048056,0
gpt,345,detector_aware,NEUTRAL,0.019326,0.116649,0.864025,-0.097323,0.135975,0
mistral,345,detector_aware,NEUTRAL,0.039011,0.084933,0.876055,-0.045922,0.123945,0
gpt,345,detector_evasive,NEUTRAL,0.018902,0.323012,0.658086,-0.30411,0.341914,0
mistral,345,detector_evasive,NEUTRAL,0.091087,0.096968,0.811945,-0.005881,0.188055,0
human,346,-,NEUTRAL,0.012618,0.027592,0.95979,-0.014974,0.04021,0
gpt,346,baseline,NEUTRAL,0.181322,0.096109,0.722569,0.085213,0.277431,0
mistral,346,baseline,NEUTRAL,0.029265,0.064669,0.906066,-0.035404,0.093934,0
gpt,346,human_like,NEUTRAL,0.027149,0.105386,0.867465,-0.078237,0.132535,0
mistral,346,human_like,NEUTRAL,0.037074,0.084609,0.878317,-0.047535,0.121683,0
gpt,346,detector_aware,NEUTRAL,0.027482,0.115571,0.856948,-0.088089,0.143052,0
mistral,346,detector_aware,NEUTRAL,0.105351,0.055412,0.839238,0.049939,0.160762,0
gpt,346,detector_evasive,NEUTRAL,0.027301,0.229822,0.742877,-0.20252,0.257123,0
mistral,346,detector_evasive,NEUTRAL,0.048485,0.183739,0.767775,-0.135254,0.232225,0
human,347,-,NEUTRAL,0.015803,0.280762,0.703434,-0.264959,0.296566,0
gpt,347,baseline,NEUTRAL,0.11382,0.145564,0.740616,-0.031743,0.259384,0
mistral,347,baseline,NEUTRAL,0.128171,0.025029,0.846801,0.103142,0.153199,0
gpt,347,human_like,NEUTRAL,0.021696,0.170909,0.807395,-0.149214,0.192605,0
mistral,347,human_like,NEUTRAL,0.055871,0.037216,0.906912,0.018655,0.093088,0
gpt,347,detector_aware,NEUTRAL,0.021233,0.144642,0.834125,-0.123409,0.165875,0
mistral,347,detector_aware,NEUTRAL,0.021366,0.092062,0.886572,-0.070695,0.113428,0
gpt,347,detector_evasive,NEGATIVE,0.006611,0.63917,0.354219,-0.632559,0.645781,1
mistral,347,detector_evasive,NEUTRAL,0.024573,0.198711,0.776716,-0.174138,0.223284,0
human,348,-,POSITIVE,0.85512,0.00974,0.13514,0.84538,0.86486,1
gpt,348,baseline,NEUTRAL,0.159421,0.062875,0.777705,0.096546,0.222295,0
mistral,348,baseline,NEUTRAL,0.012885,0.055532,0.931583,-0.042647,0.068417,0
gpt,348,human_like,NEUTRAL,0.018576,0.200695,0.780729,-0.18212,0.219271,0
mistral,348,human_like,NEUTRAL,0.070036,0.103877,0.826087,-0.033841,0.173913,0
gpt,348,detector_aware,NEUTRAL,0.011961,0.361677,0.626363,-0.349716,0.373637,0
mistral,348,detector_aware,NEUTRAL,0.022147,0.014313,0.96354,0.007834,0.03646,0
gpt,348,detector_evasive,NEUTRAL,0.047366,0.36069,0.591945,-0.313324,0.408055,0
mistral,348,detector_evasive,NEUTRAL,0.024735,0.139824,0.835441,-0.115089,0.164559,0
human,349,-,NEUTRAL,0.009983,0.280903,0.709114,-0.27092,0.290886,0
gpt,349,baseline,POSITIVE,0.46889,0.195259,0.335851,0.273632,0.664149,1
mistral,349,baseline,NEGATIVE,0.001437,0.97177,0.026794,-0.970333,0.973206,1
gpt,349,human_like,NEUTRAL,0.018951,0.288198,0.692851,-0.269247,0.307149,0
mistral,349,human_like,NEUTRAL,0.020537,0.148057,0.831406,-0.127519,0.168594,0
gpt,349,detector_aware,NEUTRAL,0.025354,0.407457,0.567189,-0.382102,0.432811,0
mistral,349,detector_aware,NEUTRAL,0.033715,0.106153,0.860132,-0.072437,0.139868,0
gpt,349,detector_evasive,NEUTRAL,0.017475,0.25814,0.724386,-0.240665,0.275614,0
mistral,349,detector_evasive,NEUTRAL,0.030267,0.482912,0.486821,-0.452644,0.513179,0
human,350,-,NEUTRAL,0.022649,0.03375,0.943602,-0.011101,0.056398,0
gpt,350,baseline,NEUTRAL,0.346086,0.218617,0.435297,0.127469,0.564703,0
mistral,350,baseline,NEGATIVE,0.001358,0.911004,0.087638,-0.909646,0.912362,1
gpt,350,human_like,NEUTRAL,0.044035,0.088009,0.867956,-0.043974,0.132044,0
mistral,350,human_like,NEGATIVE,0.000444,0.98765,0.011906,-0.987206,0.988094,1
gpt,350,detector_aware,NEUTRAL,0.009196,0.475834,0.51497,-0.466638,0.48503,0
mistral,350,detector_aware,NEGATIVE,0.009905,0.729317,0.260779,-0.719412,0.739221,1
gpt,350,detector_evasive,NEGATIVE,0.007906,0.791938,0.200156,-0.784032,0.799844,1
mistral,350,detector_evasive,NEGATIVE,0.005775,0.820013,0.174212,-0.814238,0.825788,1
human,351,-,NEUTRAL,0.006065,0.312212,0.681722,-0.306147,0.318278,0
gpt,351,baseline,POSITIVE,0.482922,0.088993,0.428085,0.393929,0.571915,1
mistral,351,baseline,NEGATIVE,0.00951,0.61439,0.3761,-0.604881,0.6239,1
gpt,351,human_like,NEUTRAL,0.022188,0.139087,0.838725,-0.116899,0.161275,0
mistral,351,human_like,NEUTRAL,0.013208,0.12844,0.858352,-0.115232,0.141648,0
gpt,351,detector_aware,NEUTRAL,0.021807,0.170256,0.807937,-0.148449,0.192063,0
mistral,351,detector_aware,NEGATIVE,0.00324,0.924847,0.071913,-0.921606,0.928087,1
gpt,351,detector_evasive,NEUTRAL,0.019782,0.352862,0.627356,-0.33308,0.372644,0
mistral,351,detector_evasive,NEUTRAL,0.030556,0.390578,0.578866,-0.360022,0.421134,0
human,352,-,NEUTRAL,0.004746,0.04676,0.948494,-0.042013,0.051506,0
gpt,352,baseline,NEGATIVE,0.161289,0.493924,0.344787,-0.332635,0.655213,1
mistral,352,baseline,NEUTRAL,0.015284,0.412341,0.572376,-0.397057,0.427624,0
gpt,352,human_like,NEUTRAL,0.018369,0.241413,0.740218,-0.223044,0.259782,0
mistral,352,human_like,NEUTRAL,0.027145,0.069277,0.903578,-0.042133,0.096422,0
gpt,352,detector_aware,NEUTRAL,0.022595,0.161712,0.815694,-0.139117,0.184306,0
mistral,352,detector_aware,NEGATIVE,0.008473,0.693929,0.297598,-0.685456,0.702402,1
gpt,352,detector_evasive,NEUTRAL,0.018285,0.145195,0.83652,-0.126909,0.16348,0
mistral,352,detector_evasive,NEGATIVE,0.0127,0.513692,0.473607,-0.500992,0.526393,1
human,353,-,NEUTRAL,0.010513,0.213596,0.775891,-0.203083,0.224109,0
gpt,353,baseline,NEGATIVE,0.297772,0.395119,0.307109,-0.097346,0.692891,1
mistral,353,baseline,NEUTRAL,0.012888,0.140717,0.846395,-0.12783,0.153605,0
gpt,353,human_like,NEGATIVE,0.013793,0.612322,0.373884,-0.598529,0.626116,1
mistral,353,human_like,NEUTRAL,0.017187,0.215185,0.767628,-0.197998,0.232372,0
gpt,353,detector_aware,NEUTRAL,0.011792,0.471331,0.516877,-0.459539,0.483123,0
mistral,353,detector_aware,NEUTRAL,0.013134,0.054829,0.932037,-0.041695,0.067963,0
gpt,353,detector_evasive,NEGATIVE,0.006727,0.787619,0.205655,-0.780892,0.794345,1
mistral,353,detector_evasive,NEUTRAL,0.020619,0.389952,0.58943,-0.369333,0.41057,0
human,354,-,NEUTRAL,0.026007,0.138662,0.835331,-0.112655,0.164669,0
gpt,354,baseline,POSITIVE,0.472747,0.118495,0.408758,0.354253,0.591242,1
mistral,354,baseline,NEUTRAL,0.034821,0.158369,0.80681,-0.123549,0.19319,0
gpt,354,human_like,NEUTRAL,0.022002,0.246431,0.731568,-0.224429,0.268432,0
mistral,354,human_like,NEUTRAL,0.033441,0.109505,0.857055,-0.076064,0.142945,0
gpt,354,detector_aware,NEUTRAL,0.016183,0.190805,0.793013,-0.174622,0.206987,0
mistral,354,detector_aware,NEGATIVE,0.033929,0.50584,0.460231,-0.471911,0.539769,1
gpt,354,detector_evasive,NEUTRAL,0.031981,0.145417,0.822602,-0.113436,0.177398,0
mistral,354,detector_evasive,NEUTRAL,0.027745,0.298831,0.673424,-0.271086,0.326576,0
human,355,-,NEUTRAL,0.008463,0.371687,0.61985,-0.363224,0.38015,0
gpt,355,baseline,NEUTRAL,0.395601,0.197928,0.406471,0.197673,0.593529,0
mistral,355,baseline,NEGATIVE,0.002349,0.913671,0.08398,-0.911321,0.91602,1
gpt,355,human_like,NEUTRAL,0.024006,0.357766,0.618228,-0.333759,0.381772,0
mistral,355,human_like,NEUTRAL,0.034331,0.11381,0.851859,-0.079479,0.148141,0
gpt,355,detector_aware,NEUTRAL,0.022338,0.253199,0.724463,-0.230861,0.275537,0
mistral,355,detector_aware,NEUTRAL,0.015979,0.261247,0.722774,-0.245268,0.277226,0
gpt,355,detector_evasive,NEGATIVE,0.008703,0.734049,0.257248,-0.725346,0.742752,1
mistral,355,detector_evasive,NEGATIVE,0.003638,0.896093,0.100269,-0.892455,0.899731,1
human,356,-,NEUTRAL,0.002058,0.003046,0.994897,-0.000988,0.005103,0
gpt,356,baseline,NEUTRAL,0.345947,0.012444,0.641609,0.333502,0.358391,0
mistral,356,baseline,NEUTRAL,0.020122,0.016262,0.963616,0.00386,0.036384,0
gpt,356,human_like,NEUTRAL,0.014345,0.010247,0.975408,0.004097,0.024592,0
mistral,356,human_like,NEUTRAL,0.040876,0.013859,0.945265,0.027017,0.054735,0
gpt,356,detector_aware,NEUTRAL,0.016604,0.044058,0.939337,-0.027454,0.060663,0
mistral,356,detector_aware,NEUTRAL,0.006348,0.018947,0.974705,-0.012599,0.025295,0
gpt,356,detector_evasive,NEUTRAL,0.009699,0.135725,0.854576,-0.126026,0.145424,0
mistral,356,detector_evasive,NEUTRAL,0.018172,0.046894,0.934934,-0.028721,0.065066,0
human,357,-,POSITIVE,0.923144,0.002506,0.07435,0.920637,0.92565,1
gpt,357,baseline,NEUTRAL,0.083618,0.025295,0.891087,0.058323,0.108913,0
mistral,357,baseline,NEUTRAL,0.037354,0.021021,0.941625,0.016332,0.058375,0
gpt,357,human_like,NEUTRAL,0.019962,0.019351,0.960688,0.000611,0.039312,0
mistral,357,human_like,NEUTRAL,0.013263,0.020659,0.966078,-0.007396,0.033922,0
gpt,357,detector_aware,NEUTRAL,0.019631,0.038733,0.941636,-0.019102,0.058364,0
mistral,357,detector_aware,NEUTRAL,0.036817,0.016173,0.94701,0.020643,0.05299,0
gpt,357,detector_evasive,NEUTRAL,0.014968,0.092646,0.892386,-0.077678,0.107614,0
mistral,357,detector_evasive,NEUTRAL,0.014639,0.052356,0.933005,-0.037717,0.066995,0
human,358,-,NEUTRAL,0.004765,0.010633,0.984602,-0.005868,0.015398,0
gpt,358,baseline,NEUTRAL,0.06391,0.081907,0.854183,-0.017997,0.145817,0
mistral,358,baseline,NEUTRAL,0.007844,0.011035,0.981121,-0.00319,0.018879,0
gpt,358,human_like,NEUTRAL,0.009177,0.020859,0.969964,-0.011683,0.030036,0
mistral,358,human_like,NEUTRAL,0.02425,0.017547,0.958203,0.006703,0.041797,0
gpt,358,detector_aware,NEUTRAL,0.023442,0.031693,0.944865,-0.00825,0.055135,0
mistral,358,detector_aware,NEUTRAL,0.004986,0.036328,0.958686,-0.031343,0.041314,0
gpt,358,detector_evasive,NEUTRAL,0.017927,0.023325,0.958748,-0.005398,0.041252,0
mistral,358,detector_evasive,NEUTRAL,0.022622,0.041322,0.936056,-0.018701,0.063944,0
human,359,-,NEUTRAL,0.035367,0.044015,0.920618,-0.008648,0.079382,0
gpt,359,baseline,POSITIVE,0.723101,0.012135,0.264764,0.710966,0.735236,1
mistral,359,baseline,NEUTRAL,0.030792,0.019064,0.950144,0.011728,0.049856,0
gpt,359,human_like,NEUTRAL,0.016981,0.018499,0.96452,-0.001517,0.03548,0
mistral,359,human_like,NEUTRAL,0.047914,0.013955,0.938131,0.033959,0.061869,0
gpt,359,detector_aware,NEUTRAL,0.03873,0.020687,0.940584,0.018043,0.059416,0
mistral,359,detector_aware,NEUTRAL,0.007984,0.019138,0.972878,-0.011154,0.027122,0
gpt,359,detector_evasive,NEUTRAL,0.047903,0.08012,0.871977,-0.032217,0.128023,0
mistral,359,detector_evasive,NEUTRAL,0.012707,0.03118,0.956113,-0.018473,0.043887,0
human,360,-,NEUTRAL,0.019341,0.011625,0.969034,0.007716,0.030966,0
gpt,360,baseline,NEUTRAL,0.275131,0.01754,0.707328,0.257591,0.292672,0
mistral,360,baseline,NEUTRAL,0.16809,0.011449,0.820462,0.156641,0.179538,0
gpt,360,human_like,NEUTRAL,0.017388,0.02081,0.961802,-0.003421,0.038198,0
mistral,360,human_like,NEUTRAL,0.111429,0.007425,0.881146,0.104005,0.118854,0
gpt,360,detector_aware,NEUTRAL,0.007802,0.030834,0.961364,-0.023033,0.038636,0
mistral,360,detector_aware,NEUTRAL,0.020275,0.077838,0.901887,-0.057564,0.098113,0
gpt,360,detector_evasive,NEUTRAL,0.01562,0.080508,0.903872,-0.064888,0.096128,0
mistral,360,detector_evasive,NEUTRAL,0.011843,0.018301,0.969855,-0.006458,0.030145,0
human,361,-,NEUTRAL,0.006755,0.002739,0.990507,0.004016,0.009493,0
gpt,361,baseline,NEUTRAL,0.399541,0.01038,0.59008,0.389161,0.40992,0
mistral,361,baseline,NEUTRAL,0.04676,0.015245,0.937995,0.031515,0.062005,0
gpt,361,human_like,NEUTRAL,0.113227,0.025546,0.861227,0.08768,0.138773,0
mistral,361,human_like,NEUTRAL,0.044702,0.033609,0.921688,0.011093,0.078312,0
gpt,361,detector_aware,NEUTRAL,0.081077,0.045301,0.873622,0.035776,0.126378,0
mistral,361,detector_aware,NEUTRAL,0.061283,0.01305,0.925667,0.048234,0.074333,0
gpt,361,detector_evasive,NEUTRAL,0.116167,0.040494,0.843339,0.075673,0.156661,0
mistral,361,detector_evasive,NEUTRAL,0.047712,0.032588,0.9197,0.015123,0.0803,0
human,362,-,NEUTRAL,0.022926,0.038339,0.938735,-0.015413,0.061265,0
gpt,362,baseline,NEUTRAL,0.109583,0.01793,0.872487,0.091654,0.127513,0
mistral,362,baseline,NEUTRAL,0.066924,0.012917,0.920158,0.054007,0.079842,0
gpt,362,human_like,NEUTRAL,0.09767,0.038251,0.864079,0.059419,0.135921,0
mistral,362,human_like,NEUTRAL,0.036377,0.025815,0.937808,0.010562,0.062192,0
gpt,362,detector_aware,NEUTRAL,0.043226,0.061828,0.894947,-0.018602,0.105053,0
mistral,362,detector_aware,NEUTRAL,0.051258,0.052719,0.896023,-0.001461,0.103977,0
gpt,362,detector_evasive,NEUTRAL,0.087333,0.035806,0.87686,0.051527,0.12314,0
mistral,362,detector_evasive,NEUTRAL,0.063473,0.071162,0.865365,-0.007688,0.134635,0
human,363,-,NEUTRAL,0.038953,0.023014,0.938033,0.015939,0.061967,0
gpt,363,baseline,NEUTRAL,0.161793,0.031727,0.80648,0.130067,0.19352,0
mistral,363,baseline,NEUTRAL,0.066064,0.008529,0.925407,0.057535,0.074593,0
gpt,363,human_like,NEUTRAL,0.053685,0.024797,0.921518,0.028888,0.078482,0
mistral,363,human_like,NEUTRAL,0.028778,0.012843,0.958379,0.015935,0.041621,0
gpt,363,detector_aware,NEUTRAL,0.096667,0.030441,0.872893,0.066226,0.127107,0
mistral,363,detector_aware,NEUTRAL,0.026615,0.065392,0.907993,-0.038777,0.092007,0
gpt,363,detector_evasive,NEUTRAL,0.244681,0.026082,0.729237,0.218599,0.270763,0
mistral,363,detector_evasive,NEUTRAL,0.039368,0.052805,0.907827,-0.013437,0.092173,0
human,364,-,NEUTRAL,0.090795,0.07306,0.836145,0.017735,0.163855,0
gpt,364,baseline,NEUTRAL,0.241391,0.013561,0.745048,0.22783,0.254952,0
mistral,364,baseline,NEUTRAL,0.019559,0.019735,0.960706,-0.000176,0.039294,0
gpt,364,human_like,NEUTRAL,0.066171,0.041015,0.892814,0.025156,0.107186,0
mistral,364,human_like,NEUTRAL,0.117121,0.014287,0.868592,0.102833,0.131408,0
gpt,364,detector_aware,NEUTRAL,0.056628,0.04262,0.900752,0.014008,0.099248,0
mistral,364,detector_aware,NEUTRAL,0.019268,0.062118,0.918614,-0.042851,0.081386,0
gpt,364,detector_evasive,NEUTRAL,0.114079,0.064436,0.821485,0.049644,0.178515,0
mistral,364,detector_evasive,NEUTRAL,0.060288,0.043809,0.895903,0.016478,0.104097,0
human,365,-,NEUTRAL,0.026579,0.028146,0.945275,-0.001567,0.054725,0
gpt,365,baseline,NEUTRAL,0.482121,0.012053,0.505825,0.470068,0.494175,0
mistral,365,baseline,NEUTRAL,0.063611,0.049323,0.887066,0.014289,0.112934,0
gpt,365,human_like,NEUTRAL,0.151688,0.030665,0.817647,0.121024,0.182353,0
mistral,365,human_like,NEUTRAL,0.039116,0.026839,0.934046,0.012277,0.065954,0
gpt,365,detector_aware,NEUTRAL,0.09515,0.065662,0.839189,0.029488,0.160811,0
mistral,365,detector_aware,NEUTRAL,0.038213,0.021777,0.940011,0.016436,0.059989,0
gpt,365,detector_evasive,NEUTRAL,0.178765,0.049762,0.771473,0.129002,0.228527,0
mistral,365,detector_evasive,NEUTRAL,0.062221,0.029911,0.907868,0.03231,0.092132,0
human,366,-,NEUTRAL,0.046987,0.342716,0.610297,-0.295729,0.389703,0
gpt,366,baseline,POSITIVE,0.817292,0.03251,0.150199,0.784782,0.849801,1
mistral,366,baseline,NEUTRAL,0.016029,0.087722,0.89625,-0.071693,0.10375,0
gpt,366,human_like,NEGATIVE,0.024114,0.716807,0.25908,-0.692693,0.74092,1
mistral,366,human_like,NEUTRAL,0.011585,0.077477,0.910938,-0.065892,0.089062,0
gpt,366,detector_aware,NEGATIVE,0.001838,0.966102,0.03206,-0.964263,0.96794,1
mistral,366,detector_aware,NEUTRAL,0.020722,0.127302,0.851976,-0.10658,0.148024,0
gpt,366,detector_evasive,NEUTRAL,0.02937,0.412445,0.558185,-0.383075,0.441815,0
mistral,366,detector_evasive,NEUTRAL,0.059215,0.205562,0.735223,-0.146346,0.264777,0
human,367,-,NEUTRAL,0.050862,0.150361,0.798777,-0.099499,0.201223,0
gpt,367,baseline,POSITIVE,0.601516,0.072178,0.326306,0.529339,0.673694,1
mistral,367,baseline,NEGATIVE,0.001918,0.972525,0.025557,-0.970607,0.974443,1
gpt,367,human_like,NEGATIVE,0.016275,0.834837,0.148888,-0.818562,0.851112,1
mistral,367,human_like,NEUTRAL,0.012159,0.217728,0.770113,-0.205569,0.229887,0
gpt,367,detector_aware,NEGATIVE,0.017959,0.729028,0.253013,-0.711069,0.746987,1
mistral,367,detector_aware,NEGATIVE,0.002038,0.859794,0.138167,-0.857756,0.861833,1
gpt,367,detector_evasive,NEGATIVE,0.010799,0.807748,0.181452,-0.796949,0.818548,1
mistral,367,detector_evasive,NEUTRAL,0.018532,0.153865,0.827603,-0.135333,0.172397,0
human,368,-,NEUTRAL,0.01577,0.408365,0.575866,-0.392595,0.424134,0
gpt,368,baseline,NEUTRAL,0.088339,0.455115,0.456546,-0.366777,0.543454,0
mistral,368,baseline,NEUTRAL,0.015156,0.287462,0.697382,-0.272306,0.302618,0
gpt,368,human_like,NEGATIVE,0.04282,0.656147,0.301033,-0.613326,0.698967,1
mistral,368,human_like,NEUTRAL,0.044834,0.11784,0.837326,-0.073006,0.162674,0
gpt,368,detector_aware,NEGATIVE,0.003438,0.944148,0.052414,-0.940709,0.947586,1
mistral,368,detector_aware,NEUTRAL,0.010324,0.254105,0.735571,-0.243781,0.264429,0
gpt,368,detector_evasive,NEGATIVE,0.025733,0.618975,0.355292,-0.593242,0.644708,1
mistral,368,detector_evasive,NEGATIVE,0.008622,0.64174,0.349638,-0.633119,0.650362,1
human,369,-,NEUTRAL,0.123864,0.031645,0.84449,0.092219,0.15551,0
gpt,369,baseline,NEUTRAL,0.264369,0.166428,0.569203,0.097942,0.430797,0
mistral,369,baseline,NEUTRAL,0.019584,0.080495,0.899921,-0.06091,0.100079,0
gpt,369,human_like,NEGATIVE,0.02011,0.603069,0.376821,-0.582959,0.623179,1
mistral,369,human_like,NEUTRAL,0.159642,0.144692,0.695666,0.01495,0.304334,0
gpt,369,detector_aware,NEGATIVE,0.007361,0.834061,0.158578,-0.8267,0.841422,1
mistral,369,detector_aware,NEUTRAL,0.043221,0.064295,0.892484,-0.021074,0.107516,0
gpt,369,detector_evasive,NEUTRAL,0.028106,0.461531,0.510363,-0.433425,0.489637,0
mistral,369,detector_evasive,NEUTRAL,0.031249,0.395331,0.57342,-0.364082,0.42658,0
human,370,-,NEGATIVE,0.014409,0.915338,0.070253,-0.900929,0.929747,1
gpt,370,baseline,NEUTRAL,0.233394,0.133972,0.632634,0.099422,0.367366,0
mistral,370,baseline,NEUTRAL,0.020356,0.103352,0.876292,-0.082996,0.123708,0
gpt,370,human_like,NEGATIVE,0.010187,0.852853,0.13696,-0.842666,0.86304,1
mistral,370,human_like,NEUTRAL,0.027395,0.102593,0.870012,-0.075198,0.129988,0
gpt,370,detector_aware,NEGATIVE,0.005236,0.813332,0.181432,-0.808095,0.818568,1
mistral,370,detector_aware,NEUTRAL,0.018167,0.085378,0.896454,-0.067211,0.103546,0
gpt,370,detector_evasive,NEUTRAL,0.044429,0.459449,0.496121,-0.41502,0.503879,0
